Booking_ID,room_type_reserved,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests
INN12192,Room_Type 1,Offline,0,0,0,0
INN12193,Room_Type 1,Offline,0,0,0,0
INN12194,Room_Type 1,Offline,0,0,0,0
INN12195,Room_Type 2,Offline,0,0,0,1
INN12196,Room_Type 1,Offline,0,0,0,0
INN12197,Room_Type 1,Offline,0,0,0,0
INN12198,Room_Type 1,Online,0,0,0,0
INN12199,Room_Type 1,Offline,0,0,0,0
INN12200,Room_Type 1,Online,0,0,0,0
INN12201,Room_Type 4,Online,0,0,0,2
INN12202,Room_Type 1,Online,0,0,0,2
INN12203,Room_Type 1,Online,0,0,0,0
INN12204,Room_Type 4,Online,0,0,0,1
INN12205,Room_Type 1,Offline,0,0,0,0
INN12206,Room_Type 1,Offline,0,0,0,1
INN12207,Room_Type 4,Online,0,0,0,0
INN12208,Room_Type 1,Online,0,0,0,2
INN12209,Room_Type 1,Online,0,0,0,0
INN12210,Room_Type 4,Online,0,0,0,0
INN12211,Room_Type 1,Offline,0,0,0,0
INN12212,Room_Type 4,Offline,0,0,0,1
INN12213,Room_Type 1,Online,0,0,0,1
INN12214,Room_Type 1,Offline,0,0,0,0
INN12215,Room_Type 1,Corporate,0,0,0,1
INN12216,Room_Type 1,Offline,0,0,0,0
INN12217,Room_Type 1,Online,0,0,0,1
INN12218,Room_Type 1,Online,0,0,0,3
INN12219,Room_Type 1,Online,0,0,0,1
INN12220,Room_Type 1,Online,0,0,0,2
INN12221,Room_Type 2,Online,0,0,0,1
INN12222,Room_Type 1,Corporate,1,0,1,0
INN12223,Room_Type 1,Offline,0,0,0,0
INN12224,Room_Type 1,Online,0,0,0,0
INN12225,Room_Type 1,Online,0,0,0,1
INN12226,Room_Type 1,Offline,0,0,0,0
INN12227,Room_Type 1,Offline,0,0,0,0
INN12228,Room_Type 1,Online,0,0,0,0
INN12229,Room_Type 1,Complementary,0,0,0,1
INN12230,Room_Type 1,Offline,0,0,0,3
INN12231,Room_Type 1,Offline,0,0,0,0
INN12232,Room_Type 4,Online,0,0,0,2
INN12233,Room_Type 4,Corporate,0,0,0,0
INN12234,Room_Type 1,Online,0,0,0,1
INN12235,Room_Type 1,Online,0,0,0,1
INN12236,Room_Type 1,Online,0,0,0,0
INN12237,Room_Type 1,Online,0,0,0,1
INN12238,Room_Type 1,Online,0,0,0,0
INN12239,Room_Type 1,Online,0,0,0,1
INN12240,Room_Type 4,Online,0,0,0,1
INN12241,Room_Type 4,Online,0,0,0,0
INN12242,Room_Type 1,Corporate,0,0,0,0
INN12243,Room_Type 1,Offline,0,0,0,0
INN12244,Room_Type 6,Online,0,0,0,0
INN12245,Room_Type 1,Online,0,0,0,0
INN12246,Room_Type 1,Online,0,0,0,0
INN12247,Room_Type 4,Online,0,0,0,1
INN12248,Room_Type 1,Offline,0,0,0,0
INN12249,Room_Type 1,Corporate,1,1,18,1
INN12250,Room_Type 5,Online,0,0,0,0
INN12251,Room_Type 1,Online,0,0,0,3
INN12252,Room_Type 1,Offline,0,0,0,0
INN12253,Room_Type 1,Corporate,1,0,2,0
INN12254,Room_Type 1,Online,0,0,0,0
INN12255,Room_Type 1,Offline,0,0,0,0
INN12256,Room_Type 4,Online,0,0,0,0
INN12257,Room_Type 1,Online,0,0,0,3
INN12258,Room_Type 4,Offline,0,0,0,1
INN12259,Room_Type 4,Online,0,0,0,0
INN12260,Room_Type 1,Offline,0,0,0,0
INN12261,Room_Type 1,Offline,0,0,0,0
INN12262,Room_Type 1,Online,0,0,0,1
INN12263,Room_Type 1,Offline,0,0,0,0
INN12264,Room_Type 1,Online,0,0,0,1
INN12265,Room_Type 1,Online,0,0,0,0
INN12266,Room_Type 1,Offline,0,0,0,1
INN12267,Room_Type 1,Online,0,0,0,2
INN12268,Room_Type 6,Online,0,0,0,0
INN12269,Room_Type 1,Offline,0,0,0,0
INN12270,Room_Type 1,Offline,0,0,0,0
INN12271,Room_Type 7,Online,0,0,0,2
INN12272,Room_Type 1,Online,0,0,0,1
INN12273,Room_Type 4,Online,0,0,0,1
INN12274,Room_Type 1,Online,0,0,0,0
INN12275,Room_Type 1,Online,0,0,0,0
INN12276,Room_Type 1,Offline,0,0,0,0
INN12277,Room_Type 1,Offline,0,0,0,0
INN12278,Room_Type 1,Offline,1,1,0,0
INN12279,Room_Type 1,Corporate,1,0,2,0
INN12280,Room_Type 1,Online,0,0,0,0
INN12281,Room_Type 4,Online,0,0,0,0
INN12282,Room_Type 1,Corporate,0,0,0,0
INN12283,Room_Type 1,Offline,0,0,0,0
INN12284,Room_Type 1,Offline,0,0,0,0
INN12285,Room_Type 1,Online,0,0,0,0
INN12286,Room_Type 1,Online,0,0,0,1
INN12287,Room_Type 1,Online,0,0,0,1
INN12288,Room_Type 1,Online,0,0,0,0
INN12289,Room_Type 1,Online,0,0,0,0
INN12290,Room_Type 1,Online,0,0,0,1
INN12291,Room_Type 1,Online,0,0,0,0
INN12292,Room_Type 1,Corporate,0,0,0,1
INN12293,Room_Type 1,Online,0,0,0,0
INN12294,Room_Type 1,Offline,0,0,0,0
INN12295,Room_Type 4,Online,0,0,0,0
INN12296,Room_Type 1,Online,0,0,0,3
INN12297,Room_Type 1,Online,0,0,0,1
INN12298,Room_Type 1,Online,0,0,0,0
INN12299,Room_Type 1,Offline,0,0,0,0
INN12300,Room_Type 4,Online,0,0,0,2
INN12301,Room_Type 1,Online,0,0,0,1
INN12302,Room_Type 1,Offline,0,0,0,0
INN12303,Room_Type 1,Online,0,0,0,0
INN12304,Room_Type 1,Online,0,0,0,1
INN12305,Room_Type 1,Offline,0,0,0,0
INN12306,Room_Type 1,Online,0,0,0,4
INN12307,Room_Type 4,Online,0,0,0,2
INN12308,Room_Type 1,Online,0,0,0,1
INN12309,Room_Type 1,Offline,0,0,0,2
INN12310,Room_Type 1,Online,0,0,0,0
INN12311,Room_Type 1,Online,0,0,0,2
INN12312,Room_Type 1,Online,0,0,0,1
INN12313,Room_Type 1,Online,0,0,0,2
INN12314,Room_Type 1,Online,0,0,0,1
INN12315,Room_Type 1,Offline,0,0,0,1
INN12316,Room_Type 1,Online,0,0,0,1
INN12317,Room_Type 1,Online,0,0,0,1
INN12318,Room_Type 1,Online,0,0,0,1
INN12319,Room_Type 1,Online,0,0,0,2
INN12320,Room_Type 1,Offline,0,0,0,0
INN12321,Room_Type 1,Online,0,0,0,0
INN12322,Room_Type 1,Online,0,0,0,1
INN12323,Room_Type 1,Online,0,0,0,1
INN12324,Room_Type 1,Offline,0,0,0,0
INN12325,Room_Type 1,Offline,0,0,0,1
INN12326,Room_Type 1,Corporate,1,0,16,1
INN12327,Room_Type 1,Online,0,0,0,0
INN12328,Room_Type 1,Offline,0,0,0,0
INN12329,Room_Type 4,Online,0,0,0,0
INN12330,Room_Type 4,Online,0,0,0,0
INN12331,Room_Type 1,Corporate,0,0,0,1
INN12332,Room_Type 1,Corporate,0,0,0,0
INN12333,Room_Type 1,Online,0,0,0,0
INN12334,Room_Type 1,Online,0,0,0,0
INN12335,Room_Type 1,Online,0,0,0,0
INN12336,Room_Type 1,Online,0,0,0,1
INN12337,Room_Type 1,Complementary,0,0,0,0
INN12338,Room_Type 4,Online,0,0,0,1
INN12339,Room_Type 1,Corporate,1,0,5,0
INN12340,Room_Type 4,Offline,0,0,0,0
INN12341,Room_Type 1,Online,0,0,0,1
INN12342,Room_Type 1,Online,0,0,0,0
INN12343,Room_Type 1,Offline,0,0,0,0
INN12344,Room_Type 1,Offline,0,0,0,0
INN12345,Room_Type 4,Corporate,0,0,0,0
INN12346,Room_Type 2,Online,0,0,0,1
INN12347,Room_Type 1,Offline,0,0,0,0
INN12348,Room_Type 1,Online,0,0,0,0
INN12349,Room_Type 1,Offline,0,0,0,0
INN12350,Room_Type 1,Offline,0,0,0,0
INN12351,Room_Type 1,Offline,0,0,0,0
INN12352,Room_Type 1,Online,0,0,0,1
INN12353,Room_Type 1,Offline,0,0,0,2
INN12354,Room_Type 4,Online,0,0,0,0
INN12355,Room_Type 1,Online,0,0,0,2
INN12356,Room_Type 1,Online,0,0,0,0
INN12357,Room_Type 1,Online,0,0,0,0
INN12358,Room_Type 1,Online,0,0,0,2
INN12359,Room_Type 4,Online,0,0,0,0
INN12360,Room_Type 4,Online,0,0,0,0
INN12361,Room_Type 1,Online,0,0,0,2
INN12362,Room_Type 4,Online,0,0,0,0
INN12363,Room_Type 4,Online,0,0,0,2
INN12364,Room_Type 1,Online,0,0,0,1
INN12365,Room_Type 6,Online,0,0,0,2
INN12366,Room_Type 1,Online,0,0,0,0
INN12367,Room_Type 1,Offline,0,0,0,0
INN12368,Room_Type 1,Online,0,0,0,1
INN12369,Room_Type 4,Online,0,0,0,0
INN12370,Room_Type 6,Online,0,0,0,3
INN12371,Room_Type 1,Offline,0,0,0,1
INN12372,Room_Type 1,Online,0,0,0,0
INN12373,Room_Type 6,Online,0,0,0,0
INN12374,Room_Type 4,Offline,0,0,0,0
INN12375,Room_Type 1,Offline,0,0,0,0
INN12376,Room_Type 1,Online,0,0,0,1
INN12377,Room_Type 1,Online,0,0,0,1
INN12378,Room_Type 1,Offline,0,0,0,0
INN12379,Room_Type 1,Offline,0,0,0,0
INN12380,Room_Type 1,Online,0,0,0,1
INN12381,Room_Type 1,Online,0,0,0,0
INN12382,Room_Type 1,Online,0,0,0,0
INN12383,Room_Type 6,Online,0,0,0,1
INN12384,Room_Type 1,Online,0,0,0,2
INN12385,Room_Type 4,Online,0,0,0,0
INN12386,Room_Type 1,Offline,0,0,0,0
INN12387,Room_Type 1,Online,0,0,0,0
INN12388,Room_Type 1,Offline,0,0,0,0
INN12389,Room_Type 1,Online,0,0,0,2
INN12390,Room_Type 1,Online,0,0,0,2
INN12391,Room_Type 1,Online,0,0,0,1
INN12392,Room_Type 1,Offline,0,0,0,0
INN12393,Room_Type 1,Online,0,0,0,0
INN12394,Room_Type 4,Online,0,0,0,2
INN12395,Room_Type 1,Online,0,0,0,1
INN12396,Room_Type 1,Corporate,0,0,0,0
INN12397,Room_Type 1,Offline,0,0,0,0
INN12398,Room_Type 1,Offline,0,0,0,0
INN12399,Room_Type 1,Online,0,0,0,0
INN12400,Room_Type 4,Online,0,0,0,1
INN12401,Room_Type 1,Offline,0,0,0,0
INN12402,Room_Type 1,Online,0,0,0,0
INN12403,Room_Type 1,Online,0,0,0,2
INN12404,Room_Type 1,Offline,0,0,0,0
INN12405,Room_Type 1,Online,0,0,0,0
INN12406,Room_Type 1,Offline,0,0,0,0
INN12407,Room_Type 1,Online,0,0,0,1
INN12408,Room_Type 1,Offline,0,0,0,0
INN12409,Room_Type 4,Online,0,0,0,0
INN12410,Room_Type 6,Online,0,0,0,3
INN12411,Room_Type 1,Online,0,0,0,2
INN12412,Room_Type 2,Online,0,0,0,0
INN12413,Room_Type 4,Online,0,0,0,2
INN12414,Room_Type 1,Aviation,0,0,0,0
INN12415,Room_Type 1,Online,0,0,0,1
INN12416,Room_Type 1,Online,0,0,0,1
INN12417,Room_Type 4,Offline,0,0,0,0
INN12418,Room_Type 1,Online,0,0,0,0
INN12419,Room_Type 4,Online,0,0,0,0
INN12420,Room_Type 6,Online,0,0,0,1
INN12421,Room_Type 1,Offline,0,0,0,0
INN12422,Room_Type 1,Corporate,1,0,1,0
INN12423,Room_Type 4,Aviation,0,0,0,0
INN12424,Room_Type 7,Complementary,0,0,0,0
INN12425,Room_Type 1,Online,0,0,0,1
INN12426,Room_Type 4,Online,0,0,0,1
INN12427,Room_Type 4,Online,0,0,0,2
INN12428,Room_Type 6,Online,0,0,0,0
INN12429,Room_Type 1,Online,0,0,0,0
INN12430,Room_Type 1,Offline,0,0,0,0
INN12431,Room_Type 1,Offline,0,0,0,0
INN12432,Room_Type 2,Online,0,0,0,0
INN12433,Room_Type 1,Online,0,0,0,1
INN12434,Room_Type 1,Online,0,0,0,2
INN12435,Room_Type 1,Online,0,0,0,0
INN12436,Room_Type 1,Online,0,0,0,0
INN12437,Room_Type 4,Online,0,0,0,1
INN12438,Room_Type 1,Online,0,0,0,2
INN12439,Room_Type 4,Online,0,0,0,2
INN12440,Room_Type 4,Online,0,0,0,1
INN12441,Room_Type 1,Corporate,0,0,0,0
INN12442,Room_Type 4,Online,0,0,0,1
INN12443,Room_Type 1,Offline,0,0,0,0
INN12444,Room_Type 4,Online,0,0,0,1
INN12445,Room_Type 1,Offline,0,0,0,0
INN12446,Room_Type 1,Offline,0,0,0,0
INN12447,Room_Type 4,Online,0,0,0,0
INN12448,Room_Type 1,Offline,0,0,0,0
INN12449,Room_Type 1,Online,0,0,0,2
INN12450,Room_Type 1,Online,0,0,0,0
INN12451,Room_Type 1,Online,0,0,0,2
INN12452,Room_Type 1,Online,0,0,0,1
INN12453,Room_Type 1,Online,0,0,0,2
INN12454,Room_Type 4,Online,0,0,0,0
INN12455,Room_Type 6,Online,0,0,0,3
INN12456,Room_Type 1,Offline,0,0,0,0
INN12457,Room_Type 1,Corporate,0,0,0,0
INN12458,Room_Type 1,Online,0,0,0,1
INN12459,Room_Type 1,Online,0,0,0,2
INN12460,Room_Type 4,Online,0,0,0,1
INN12461,Room_Type 1,Corporate,0,0,0,0
INN12462,Room_Type 1,Offline,0,0,0,0
INN12463,Room_Type 1,Online,0,0,0,1
INN12464,Room_Type 1,Online,0,0,0,0
INN12465,Room_Type 1,Online,0,0,0,0
INN12466,Room_Type 1,Online,0,0,0,0
INN12467,Room_Type 1,Corporate,1,1,8,0
INN12468,Room_Type 1,Offline,0,0,0,0
INN12469,Room_Type 4,Online,0,0,0,0
INN12470,Room_Type 1,Offline,0,0,0,0
INN12471,Room_Type 2,Online,0,0,0,1
INN12472,Room_Type 1,Online,0,0,0,1
INN12473,Room_Type 4,Online,0,0,0,0
INN12474,Room_Type 4,Offline,0,0,0,0
INN12475,Room_Type 1,Online,0,0,0,3
INN12476,Room_Type 1,Offline,0,0,0,0
INN12477,Room_Type 1,Online,0,0,0,0
INN12478,Room_Type 1,Offline,0,0,0,0
INN12479,Room_Type 1,Online,0,0,0,2
INN12480,Room_Type 4,Online,0,0,0,2
INN12481,Room_Type 1,Offline,0,0,0,0
INN12482,Room_Type 1,Online,0,0,0,0
INN12483,Room_Type 1,Online,0,0,0,0
INN12484,Room_Type 1,Online,0,0,0,1
INN12485,Room_Type 4,Aviation,0,0,0,0
INN12486,Room_Type 1,Offline,0,0,0,0
INN12487,Room_Type 1,Offline,0,0,0,0
INN12488,Room_Type 1,Online,0,0,0,0
INN12489,Room_Type 1,Offline,0,0,0,0
INN12490,Room_Type 1,Online,0,0,0,2
INN12491,Room_Type 1,Online,0,0,0,1
INN12492,Room_Type 1,Offline,0,0,0,0
INN12493,Room_Type 1,Offline,0,0,0,0
INN12494,Room_Type 1,Online,0,0,0,2
INN12495,Room_Type 4,Online,0,0,0,1
INN12496,Room_Type 1,Online,0,0,0,1
INN12497,Room_Type 1,Offline,0,0,0,0
INN12498,Room_Type 4,Online,0,0,0,0
INN12499,Room_Type 4,Online,0,0,0,1
INN12500,Room_Type 1,Online,0,0,0,1
INN12501,Room_Type 4,Online,0,0,0,1
INN12502,Room_Type 4,Offline,0,0,0,0
INN12503,Room_Type 6,Online,0,0,0,1
INN12504,Room_Type 4,Online,0,0,0,1
INN12505,Room_Type 1,Online,0,0,0,1
INN12506,Room_Type 1,Offline,0,0,0,0
INN12507,Room_Type 1,Online,0,0,0,1
INN12508,Room_Type 1,Online,0,0,0,0
INN12509,Room_Type 1,Online,0,0,0,1
INN12510,Room_Type 1,Online,0,0,0,0
INN12511,Room_Type 1,Online,0,0,0,1
INN12512,Room_Type 4,Online,0,0,0,0
INN12513,Room_Type 1,Offline,0,0,0,0
INN12514,Room_Type 1,Online,0,0,0,3
INN12515,Room_Type 6,Online,0,0,0,2
INN12516,Room_Type 1,Corporate,0,0,0,0
INN12517,Room_Type 1,Online,0,0,0,0
INN12518,Room_Type 1,Online,0,0,0,1
INN12519,Room_Type 4,Online,0,0,0,3
INN12520,Room_Type 1,Offline,0,0,0,0
INN12521,Room_Type 1,Online,0,0,0,0
INN12522,Room_Type 1,Online,0,0,0,0
INN12523,Room_Type 4,Online,0,0,0,1
INN12524,Room_Type 4,Online,0,0,0,1
INN12525,Room_Type 1,Online,0,0,0,2
INN12526,Room_Type 1,Online,0,0,0,0
INN12527,Room_Type 1,Offline,0,0,0,1
INN12528,Room_Type 4,Online,0,0,0,1
INN12529,Room_Type 1,Offline,0,0,0,0
INN12530,Room_Type 4,Online,0,0,0,1
INN12531,Room_Type 1,Online,0,0,0,1
INN12532,Room_Type 1,Offline,0,0,0,0
INN12533,Room_Type 1,Online,0,0,0,0
INN12534,Room_Type 1,Offline,0,0,0,0
INN12535,Room_Type 4,Online,0,0,0,0
INN12536,Room_Type 1,Online,0,0,0,1
INN12537,Room_Type 1,Offline,0,0,0,0
INN12538,Room_Type 1,Offline,0,0,0,0
INN12539,Room_Type 1,Offline,0,0,0,0
INN12540,Room_Type 1,Online,0,0,0,0
INN12541,Room_Type 1,Offline,0,0,0,0
INN12542,Room_Type 2,Online,0,0,0,1
INN12543,Room_Type 1,Online,0,0,0,1
INN12544,Room_Type 1,Offline,0,0,0,1
INN12545,Room_Type 1,Online,0,0,0,1
INN12546,Room_Type 1,Corporate,0,0,0,0
INN12547,Room_Type 4,Online,0,0,0,3
INN12548,Room_Type 1,Offline,0,0,0,0
INN12549,Room_Type 1,Online,0,0,0,0
INN12550,Room_Type 1,Offline,0,0,0,1
INN12551,Room_Type 1,Online,0,0,0,2
INN12552,Room_Type 4,Offline,0,0,0,0
INN12553,Room_Type 1,Offline,0,0,0,0
INN12554,Room_Type 4,Aviation,0,0,0,0
INN12555,Room_Type 1,Online,1,11,4,1
INN12556,Room_Type 1,Online,0,0,0,2
INN12557,Room_Type 4,Online,0,0,0,0
INN12558,Room_Type 1,Online,0,0,0,1
INN12559,Room_Type 1,Offline,0,0,0,0
INN12560,Room_Type 1,Online,0,0,0,1
INN12561,Room_Type 4,Online,0,0,0,0
INN12562,Room_Type 1,Online,0,0,0,1
INN12563,Room_Type 1,Offline,0,0,0,0
INN12564,Room_Type 1,Offline,0,0,0,0
INN12565,Room_Type 1,Online,0,0,0,1
INN12566,Room_Type 1,Online,0,0,0,0
INN12567,Room_Type 1,Online,0,0,0,1
INN12568,Room_Type 1,Offline,0,0,0,0
INN12569,Room_Type 1,Corporate,0,0,0,0
INN12570,Room_Type 1,Online,0,0,0,2
INN12571,Room_Type 4,Online,0,0,0,1
INN12572,Room_Type 1,Online,0,0,0,0
INN12573,Room_Type 1,Offline,0,0,0,0
INN12574,Room_Type 1,Corporate,1,0,1,0
INN12575,Room_Type 1,Online,0,0,0,2
INN12576,Room_Type 1,Online,0,0,0,1
INN12577,Room_Type 1,Online,0,0,0,1
INN12578,Room_Type 1,Offline,0,0,0,0
INN12579,Room_Type 1,Offline,0,0,0,0
INN12580,Room_Type 1,Online,0,0,0,1
INN12581,Room_Type 1,Online,0,0,0,2
INN12582,Room_Type 4,Online,0,0,0,1
INN12583,Room_Type 1,Online,0,0,0,1
INN12584,Room_Type 1,Online,0,0,0,2
INN12585,Room_Type 5,Online,0,0,0,2
INN12586,Room_Type 1,Online,0,0,0,1
INN12587,Room_Type 1,Online,0,0,0,1
INN12588,Room_Type 1,Online,0,0,0,0
INN12589,Room_Type 1,Online,1,0,1,1
INN12590,Room_Type 1,Offline,0,0,0,0
INN12591,Room_Type 1,Online,0,0,0,1
INN12592,Room_Type 4,Corporate,0,0,0,0
INN12593,Room_Type 1,Online,0,0,0,0
INN12594,Room_Type 1,Online,0,0,0,1
INN12595,Room_Type 1,Offline,0,0,0,0
INN12596,Room_Type 6,Online,0,0,0,0
INN12597,Room_Type 1,Online,0,0,0,0
INN12598,Room_Type 1,Complementary,0,0,0,1
INN12599,Room_Type 1,Offline,0,0,0,0
INN12600,Room_Type 1,Offline,0,0,0,1
INN12601,Room_Type 6,Online,0,0,0,0
INN12602,Room_Type 1,Online,0,0,0,1
INN12603,Room_Type 4,Offline,0,0,0,0
INN12604,Room_Type 1,Online,0,0,0,0
INN12605,Room_Type 1,Offline,0,0,0,0
INN12606,Room_Type 1,Online,0,0,0,0
INN12607,Room_Type 4,Online,0,0,0,2
INN12608,Room_Type 1,Online,0,0,0,0
INN12609,Room_Type 1,Online,0,0,0,1
INN12610,Room_Type 4,Online,0,0,0,0
INN12611,Room_Type 1,Corporate,0,0,0,0
INN12612,Room_Type 4,Online,0,0,0,0
INN12613,Room_Type 1,Offline,0,0,0,0
INN12614,Room_Type 1,Offline,0,0,0,0
INN12615,Room_Type 4,Online,0,0,0,0
INN12616,Room_Type 1,Offline,0,0,0,0
INN12617,Room_Type 1,Online,0,0,0,1
INN12618,Room_Type 4,Online,0,0,0,0
INN12619,Room_Type 1,Online,0,0,0,0
INN12620,Room_Type 4,Offline,0,0,0,0
INN12621,Room_Type 1,Online,0,0,0,1
INN12622,Room_Type 4,Online,0,0,0,4
INN12623,Room_Type 1,Online,0,0,0,0
INN12624,Room_Type 5,Corporate,0,0,0,0
INN12625,Room_Type 1,Online,0,0,0,0
INN12626,Room_Type 1,Offline,0,0,0,0
INN12627,Room_Type 4,Online,0,0,0,2
INN12628,Room_Type 1,Complementary,0,0,0,0
INN12629,Room_Type 1,Offline,0,0,0,0
INN12630,Room_Type 1,Online,0,0,0,0
INN12631,Room_Type 1,Offline,0,0,0,0
INN12632,Room_Type 1,Online,0,0,0,1
INN12633,Room_Type 1,Offline,0,0,0,0
INN12634,Room_Type 1,Offline,0,0,0,0
INN12635,Room_Type 4,Online,0,0,0,0
INN12636,Room_Type 1,Online,0,0,0,0
INN12637,Room_Type 1,Offline,0,0,0,0
INN12638,Room_Type 1,Offline,0,0,0,0
INN12639,Room_Type 1,Online,0,0,0,1
INN12640,Room_Type 1,Corporate,0,0,0,0
INN12641,Room_Type 2,Online,0,0,0,2
INN12642,Room_Type 1,Corporate,1,0,1,0
INN12643,Room_Type 4,Offline,0,0,0,0
INN12644,Room_Type 4,Online,0,0,0,3
INN12645,Room_Type 1,Online,0,0,0,0
INN12646,Room_Type 1,Online,0,0,0,0
INN12647,Room_Type 1,Corporate,0,0,0,0
INN12648,Room_Type 4,Offline,0,0,0,0
INN12649,Room_Type 4,Online,0,0,0,0
INN12650,Room_Type 1,Online,0,0,0,1
INN12651,Room_Type 1,Online,0,0,0,0
INN12652,Room_Type 1,Offline,0,0,0,1
INN12653,Room_Type 1,Offline,0,0,0,0
INN12654,Room_Type 1,Offline,0,0,0,0
INN12655,Room_Type 1,Corporate,0,0,0,0
INN12656,Room_Type 1,Offline,0,0,0,0
INN12657,Room_Type 1,Online,0,0,0,2
INN12658,Room_Type 1,Offline,0,0,0,0
INN12659,Room_Type 1,Online,0,0,0,1
INN12660,Room_Type 4,Online,0,0,0,1
INN12661,Room_Type 4,Online,0,0,0,0
INN12662,Room_Type 1,Online,0,0,0,1
INN12663,Room_Type 1,Corporate,1,0,2,0
INN12664,Room_Type 1,Online,0,0,0,0
INN12665,Room_Type 1,Online,0,0,0,1
INN12666,Room_Type 1,Online,0,0,0,1
INN12667,Room_Type 1,Online,0,0,0,1
INN12668,Room_Type 7,Online,0,0,0,2
INN12669,Room_Type 1,Online,0,0,0,0
INN12670,Room_Type 1,Corporate,0,0,0,2
INN12671,Room_Type 5,Online,0,0,0,0
INN12672,Room_Type 1,Online,0,0,0,1
INN12673,Room_Type 5,Corporate,0,0,0,0
INN12674,Room_Type 1,Online,0,0,0,2
INN12675,Room_Type 1,Online,0,0,0,2
INN12676,Room_Type 1,Online,0,0,0,0
INN12677,Room_Type 1,Online,0,0,0,0
INN12678,Room_Type 1,Online,0,0,0,0
INN12679,Room_Type 1,Offline,0,0,0,0
INN12680,Room_Type 1,Online,0,0,0,1
INN12681,Room_Type 4,Online,0,0,0,1
INN12682,Room_Type 1,Online,0,0,0,0
INN12683,Room_Type 1,Online,0,0,0,1
INN12684,Room_Type 4,Online,0,0,0,0
INN12685,Room_Type 1,Online,0,0,0,1
INN12686,Room_Type 1,Online,0,0,0,1
INN12687,Room_Type 1,Online,0,0,0,0
INN12688,Room_Type 1,Aviation,0,0,0,0
INN12689,Room_Type 1,Online,0,0,0,2
INN12690,Room_Type 1,Offline,0,0,0,0
INN12691,Room_Type 1,Offline,0,0,0,0
INN12692,Room_Type 1,Online,0,0,0,1
INN12693,Room_Type 4,Offline,0,0,0,0
INN12694,Room_Type 1,Corporate,0,0,0,0
INN12695,Room_Type 1,Offline,0,0,0,0
INN12696,Room_Type 1,Online,0,0,0,0
INN12697,Room_Type 1,Offline,0,0,0,1
INN12698,Room_Type 4,Online,0,0,0,0
INN12699,Room_Type 4,Online,0,0,0,1
INN12700,Room_Type 1,Online,0,0,0,0
INN12701,Room_Type 4,Online,0,0,0,2
INN12702,Room_Type 1,Offline,0,0,0,0
INN12703,Room_Type 1,Online,0,0,0,1
INN12704,Room_Type 1,Offline,0,0,0,0
INN12705,Room_Type 4,Online,0,0,0,0
INN12706,Room_Type 1,Online,0,0,0,1
INN12707,Room_Type 1,Offline,0,0,0,0
INN12708,Room_Type 1,Offline,0,0,0,0
INN12709,Room_Type 1,Online,0,0,0,0
INN12710,Room_Type 1,Online,0,0,0,1
INN12711,Room_Type 1,Offline,0,0,0,0
INN12712,Room_Type 6,Online,0,0,0,0
INN12713,Room_Type 1,Online,0,0,0,0
INN12714,Room_Type 4,Online,0,0,0,1
INN12715,Room_Type 1,Online,0,0,0,2
INN12716,Room_Type 1,Offline,0,0,0,1
INN12717,Room_Type 2,Online,0,0,0,1
INN12718,Room_Type 1,Online,0,0,0,2
INN12719,Room_Type 1,Online,0,0,0,1
INN12720,Room_Type 1,Offline,0,0,0,0
INN12721,Room_Type 1,Online,0,0,0,0
INN12722,Room_Type 1,Online,0,0,0,1
INN12723,Room_Type 6,Online,0,0,0,1
INN12724,Room_Type 1,Online,0,0,0,0
INN12725,Room_Type 1,Offline,0,0,0,0
INN12726,Room_Type 4,Online,0,0,0,1
INN12727,Room_Type 1,Online,0,0,0,1
INN12728,Room_Type 1,Offline,0,0,0,1
INN12729,Room_Type 1,Offline,0,0,0,1
INN12730,Room_Type 1,Offline,0,0,0,0
INN12731,Room_Type 1,Online,0,0,0,2
INN12732,Room_Type 6,Online,0,0,0,0
INN12733,Room_Type 1,Offline,0,0,0,0
INN12734,Room_Type 4,Online,0,0,0,1
INN12735,Room_Type 1,Online,0,0,0,1
INN12736,Room_Type 1,Online,0,0,0,0
INN12737,Room_Type 1,Offline,0,0,0,0
INN12738,Room_Type 1,Offline,0,0,0,0
INN12739,Room_Type 4,Online,0,0,0,0
INN12740,Room_Type 1,Offline,0,0,0,0
INN12741,Room_Type 2,Online,0,0,0,1
INN12742,Room_Type 1,Online,0,0,0,0
INN12743,Room_Type 1,Online,0,0,0,0
INN12744,Room_Type 4,Online,0,0,0,0
INN12745,Room_Type 1,Online,0,0,0,2
INN12746,Room_Type 1,Offline,0,0,0,0
INN12747,Room_Type 1,Online,0,0,0,1
INN12748,Room_Type 4,Online,0,0,0,1
INN12749,Room_Type 1,Online,0,0,0,0
INN12750,Room_Type 1,Offline,0,0,0,0
INN12751,Room_Type 1,Online,0,0,0,1
INN12752,Room_Type 1,Online,0,0,0,1
INN12753,Room_Type 1,Corporate,0,0,0,0
INN12754,Room_Type 1,Offline,0,0,0,0
INN12755,Room_Type 4,Online,0,0,0,0
INN12756,Room_Type 5,Offline,0,0,0,0
INN12757,Room_Type 4,Online,0,0,0,2
INN12758,Room_Type 1,Online,0,0,0,0
INN12759,Room_Type 4,Online,0,0,0,0
INN12760,Room_Type 1,Online,0,0,0,0
